Environment_Mat1,Environment_Mat2,Environment_Mat3,Environment_Mat4,Environment_Mat5,Environment_Mat6,Environment_Mat7,Environment_Mat8,Environment_Mat9,Environment_Mat10,Environment_Mat11,Environment_Mat12,Environment_Mat13,Environment_Mat14,Environment_Mat15,Environment_Mat16
filename,# of obs,obs start,obs end,mean cond,std cond,mean LeafT,std LeafT,mean AirT,std AirT,mean PARi,std PARi,mean VPDL,std VPDL,mean RH_S,std RH_S
ACI_curve3_10172012-tnf-tr9-aci-b2.csv,14,1,15,0.03445,0.00565559627543986,31.8407142857143,0.218261109884267,30.2292857142857,0.0594156526533185,1499.85714285714,0.770328886519643,2.58,0.055191972660468,49.8721428571429,0.265219171236185
ACI_curve3_10252012-tnf-caferana-aci-hux1.csv,15,16,30,0.0643533333333333,0.0142031619551355,31.0413333333333,0.0731794923133399,30.164,0.0135224680756567,1500.26666666667,0.79880863671798,2.35266666666667,0.0620445308590839,50.4626666666667,1.09939247292485
ACI_curve3_11162012-tnf-caferana-b2.csv,13,16,28,0.0176846153846154,0.00454859798066872,29.6384615384615,0.0990661524644145,29.6361538461538,0.0357161171691579,999.846153846154,0.688737231721194,3.26615384615385,0.0368642694078474,21.7230769230769,0.469900425895115
ACI_curve3_11192012-tnf-tr33-lc-b2.csv,13,16,28,0.0187692307692308,0.00363831110438727,34.0615384615385,0.35120853619671,30.5684615384615,0.023038429433649,1999.92307692308,0.640512615220348,3.09923076923077,0.124663650038917,51.4161538461539,1.03385636060285
ACI_curve3_11212013-tnf-understory1_of_504-b2.csv,7,37,50,0.0873285714285714,0.0178922435975028,31.2014285714286,0.133470167881388,29.9114285714286,0.0106904496764976,2000,0,1.95,0.0571547606649408,61.6942857142857,0.928167677790625
ACI_curve3_11252012-tnf-tr9-aci-b2.csv,10,2,11,0.03599,0.00231586317001291,32.137,0.254123766871359,30.232,0.0161932770686548,1999.7,0.674948557710553,3.269,0.0550656174234179,35.777,1.42452370207651
ACI_curve3_11262012-tnf-tr9-curves-b2.csv,15,16,30,0.0459866666666667,0.00138711760067243,33.154,0.157878796187818,30.0733333333333,0.0322194853791188,1999.53333333333,0.639940473422184,3.44933333333333,0.0517503163091323,38.5046666666667,0.871942549439932
ACI_curve3_11272012-tnf-tr504-curves-b2.csv,14,21,34,0.154071428571429,0.00952296241653894,30.6907142857143,0.0982511918670542,30.5464285714286,0.0446537349384801,2000.28571428571,0.611249845502127,2.07928571428571,0.0297332462752713,53.5071428571429,0.326577322012333
ACI_curve3_11292012-tnf-tr504-curves-b2.csv,15,14,28,0.147133333333333,0.0603824438376713,30.462,0.257188091259518,29.9246666666667,0.0244559857314163,1999.6,0.50709255283711,2.40933333333333,0.219527631409763,46.382,3.69403225293368
ACI_curve3_11302012-tnf-tower macarunduba-curves-b2.csv,13,31,43,0.0364,0.00928861310063743,30.2476923076923,0.24641272444667,29.5830769230769,0.0377236918007365,2000.23076923077,0.599144689515278,2.22461538461538,0.086469203054747,50.41,2.102078336631
ACI_curve3_1242012-tnf-tr11-curves-b2.csv,13,11,23,0.0107161538461538,0.00281975630880146,31.73,0.0812403840463597,29.8423076923077,0.0434269206356775,1999.53846153846,0.518874521662771,2.86,0.0115470053837925,43.6215384615385,0.62080386266311
ACI_curve3_2015-28-7-tnf-caferana1-b2_3.csv,12,17,28,0.0656016666666667,0.0624530306176837,30.5691666666667,0.120412800084719,30.2891666666667,0.0235326980770982,1499.58333333333,0.514928650544437,1.59416666666667,0.159684822147386,64.8291666666667,3.58100660894857
ACI_curve3_2015-28-7-tnf-caferana1-b2_4.csv,12,3,14,0.0335166666666667,0.00537888689622902,32.6,0.0478634421130473,30.4216666666667,0.0140345893053453,2000,0.426401432711221,2.125,0.0396576256567041,64.5141666666667,0.668913071310241
ACI_curve4_08212013_tnf_tr500_curves.csv,14,47,60,0.0605785714285714,0.0129221442952326,30.6,0.0232047740446127,29.6135714285714,0.00841897386141086,1999.57142857143,0.513552591013095,2.27714285714286,0.0385164443259821,51.1978571428572,0.787549056556806
ACI_curve4_08262013-tnf-tr500-hux1.csv,15,53,67,0.02262,0.00259813119651139,30.656,0.048667971280622,29.778,0.0204240754293272,2000.13333333333,0.516397779494322,2.05,0.0164750894209583,56.42,0.411599666805363
ACI_curve4_08272012_tnf_tr500_curves.csv,9,39,47,0.0212111111111111,0.00302177284240743,31.1522222222222,0.0724185366080019,30.0322222222222,0.0984603699182803,1000.11111111111,0.781735959970572,3.29444444444444,0.0531768537784793,29.4233333333333,1.19518826968809
ACI_curve4_08292012-tnf-tr9-sun-aci.csv,11,37,47,0.0782181818181818,0.0036160249395761,30.3254545454545,0.0335748823865805,30.1090909090909,0.00943879807448546,1000.27272727273,0.786245393106897,2.33909090909091,0.00943879807448543,46.7181818181818,0.0840021644742775
ACI_curve4_08292013-tnf-tr232-hux1-2.csv,14,4,17,0.00520285714285714,0.000518480450954497,29.5628571428571,0.0526860909142462,29.3464285714286,0.0198483259736446,1999.92857142857,0.91687476825319,2.09428571428571,0.0150457178749845,50.2021428571429,0.107501597228104
ACI_curve4_08302013-tnf-tr232-hux1.csv,15,45,59,0.00943066666666667,0.000223174072568178,30.3193333333333,0.0539135109844153,29.5146666666667,0.0192230020944656,1999.53333333333,0.833809387832792,1.86733333333333,0.0109978352848358,59.652,0.164412373535049
ACI_curve4_10102012-tnf-tr9-aci-b2.csv,14,17,30,0.0809785714285714,0.022598848798843,30.5792857142857,0.115722764578791,29.935,0.0145443618470681,1499.35714285714,0.497245158098847,2.13214285714286,0.0731887519130735,53.5,1.28333100232889
ACI_curve4_10112012-tnf-tr9-aci-b2.csv,14,18,31,0.0552,0.00738668240301943,30.8428571428571,0.092439466382357,29.9685714285714,0.0140642169281546,1499.64285714286,0.497245158098847,2.47714285714286,0.0406539943024944,46.9085714285714,0.472617216113667
ACI_curve4_1018-tnf-tr500-lc-hux1.csv,14,15,28,0.00641642857142857,0.000404296295438747,30.6592857142857,0.0637862157419715,30.0878571428571,0.0208210586550378,1500.07142857143,0.828741930164745,2.41428571428571,0.0115786844704368,46.9342857142857,0.348551161363597
ACI_curve4_10252012-tnf-caferana-aci-b2.csv,14,17,30,0.0509928571428571,0.00649762847692724,31.8757142857143,0.0642967023576319,30.2328571428571,0.0177281052085583,1500.14285714286,0.662993544131796,2.59,0.0341940165706045,49.8192857142857,0.543796685503724
ACI_curve4_11162012-tnf-caferana-hux1.csv,12,16,28,0.0339166666666667,0.00812569810520731,29.55,0.0859175080051685,29.9125,0.0263283462864993,999.666666666667,0.778498944161523,3.005,0.045025245443781,27.0408333333333,0.8013449868058
ACI_curve4_11192012-tnf-tr33-lc-hux.csv,15,14,28,0.0442333333333333,0.0127429906036146,32.9373333333333,0.138794126402415,30.75,0.0229906813420446,2000.26666666667,0.593616839704664,2.61,0.148275804788624,54.4906666666667,2.56583728096326
ACI_curve4_11212013-tnf-understory1_of_504-b2.csv,14,52,65,0.0682714285714286,0.0131167203083832,31.4107142857143,0.220714374622124,29.9242857142857,0.00851630627252613,1999.57142857143,0.646206172658864,1.99071428571429,0.0635445677293669,61.9028571428571,0.726820563735048
ACI_curve4_11252012-tnf-tr9-aci-hux1.csv,13,3,15,0.0353615384615385,0.0117679323064517,31.63,0.0843603382322922,30.4069230769231,0.0286893172291872,2000.23076923077,0.725011052081984,3.27769230769231,0.0698991948158019,32.0746153846154,1.23447435091901
ACI_curve4_11262012-tnf-tr9-curves-hux1.csv,15,16,30,0.04106,0.00156971334962789,30.79,0.0507092552837106,30.248,0.0114642300844233,1999.8,0.676123403782813,2.984,0.0159463385855723,34.1326666666667,0.127305407059821
ACI_curve4_11272012-tnf-tr504-curves-hux1.csv,13,17,29,0.0480692307692308,0.00470680086247276,32.2953846153846,0.0743432786264044,30.7984615384615,0.0310500010322465,2000.15384615385,0.800640769025436,3.02307692307692,0.0170218562367207,41.0753846153846,0.579203697395764
ACI_curve4_11292012-tnf-tr504-curves-hux1.csv,15,14,28,0.0425066666666667,0.00829883525964136,30.4946666666667,0.0731794923133395,30.1166666666667,0.0202366946294054,1999.93333333333,0.703731550548997,2.85066666666667,0.0384460041889302,35.722,0.646244093645295
